Off CD,Fo Name,Auth No,P/L Eff Dt,P/L exp Dt,Permit Status,Allotment Number,Allotment Name,Lvsk #,Lvsk Kind,Pd Beg Dt,Pd End Dt,Type Use,PL %,Aums
LLMT001000,BILLINGS FIELD OFFICE,2500014,06/15/2011,10/01/2020,,05403,BELLION CREEK,50,CATTLE,9/1/2011,10/1/2011,ACTIVE,15,8
LLMT001000,BILLINGS FIELD OFFICE,2500014,06/15/2011,10/01/2020,,05403,BELLION CREEK,50,CATTLE,6/15/2011,7/15/2011,ACTIVE,15,8
LLMT001000,BILLINGS FIELD OFFICE,2500016,03/01/2015,01/14/2018,,05426,ORSON COULEE,21,CATTLE,3/1/2006,2/28/2007,ACTIVE,6,15
LLMT001000,BILLINGS FIELD OFFICE,2500018,03/01/2014,02/28/2024,FLPMA 402(C)(2)/APPROP ACT,05207,RIMROCK,1,CATTLE,3/1/2004,9/30/2004,CUSTODIAL,100,7
LLMT001000,BILLINGS FIELD OFFICE,2500047,04/12/2011,03/31/2016,FLPMA 402(C)(2)/APPROP ACT,05558,TROUT CREEK,76,CATTLE,7/1/2006,11/1/2006,ACTIVE,20,62
LLMT001000,BILLINGS FIELD OFFICE,2500052,08/01/2016,02/28/2026,FLPMA 402(C)(2)/APPROP ACT,04152,JUNCTION CITY,60,CATTLE,8/1/2006,11/1/2006,ACTIVE,79,145
LLMT001000,BILLINGS FIELD OFFICE,2500053,03/07/2012,02/28/2022,FLPMA 402(C)(2)/APPROP ACT,05458,LOWELL CREEK,33,CATTLE,6/1/1993,11/1/1993,ACTIVE,10,17
LLMT001000,BILLINGS FIELD OFFICE,2500091,04/15/2014,02/28/2024,,00960,CHURN DASH CREEK,29,CATTLE,3/1/2015,2/28/2016,ACTIVE,60,209
LLMT001000,BILLINGS FIELD OFFICE,2500171,05/01/2015,04/30/2025,FLPMA 402(C)(2)/APPROP ACT,01460,NORTH K HENRY,71,CATTLE,5/1/2005,10/30/2005,ACTIVE,45,192
LLMT001000,BILLINGS FIELD OFFICE,2500949,04/01/2013,12/31/2017,FLPMA 402(C)(2)/APPROP ACT,05572,STEINMETZ,8,CATTLE,3/1/2006,2/28/2007,ACTIVE,100,96
LLMT001000,BILLINGS FIELD OFFICE,2500974,03/01/2012,02/28/2022,,03114,CARSON COULEE,1,CATTLE,12/1/2006,4/1/2007,ACTIVE,100,4
LLMT001000,BILLINGS FIELD OFFICE,2501949,03/01/2008,02/28/2018,,05449,QUEBEC ALLOTMENT,1,CATTLE,3/1/2008,2/28/2009,CUSTODIAL,100,10
LLMT001000,BILLINGS FIELD OFFICE,2501951,03/01/2008,02/28/2018,,05377,NORTH POMPEY,275,CATTLE,4/15/2008,10/30/2008,CUSTODIAL,2,34
LLMT001000,BILLINGS FIELD OFFICE,2501952,03/30/2009,02/28/2019,,04100,NORTH FORK,4,CATTLE,3/1/2008,2/28/2009,ACTIVE,100,48
LLMT001000,BILLINGS FIELD OFFICE,2501953,06/01/2011,10/31/2020,,05520,BRIDGE COULEE,119,CATTLE,6/1/2011,10/31/2011,ACTIVE,20,120
LLMT001000,BILLINGS FIELD OFFICE,2501954,08/25/2005,08/24/2015,HOLD,04175,EMORY ROAD,45,CATTLE,9/1/2007,2/28/2008,ACTIVE,3,8
LLMT001000,BILLINGS FIELD OFFICE,2501964,03/01/2008,02/28/2018,,05516,FLETCHER CREEK,5,CATTLE,5/1/2008,11/30/2008,CUSTODIAL,100,58
LLMT001000,BILLINGS FIELD OFFICE,2501965,03/01/2008,02/28/2018,,05556,WHITEBIRD,15,CATTLE,6/1/2008,8/1/2008,ACTIVE,34,10
LLMT001000,BILLINGS FIELD OFFICE,2501966,03/27/2008,03/26/2018,,05355,BROWN INDIV.,375,CATTLE,3/1/2008,5/1/2008,ACTIVE,14,107
LLMT001000,BILLINGS FIELD OFFICE,2501966,03/27/2008,03/26/2018,,05355,BROWN INDIV.,375,CATTLE,11/1/2008,2/28/2009,ACTIVE,14,207
LLMT001000,BILLINGS FIELD OFFICE,2501979,03/01/2014,02/28/2024,FLPMA 402(C)(2)/APPROP ACT,05568,FROMBERG DIVIDE,1,CATTLE,3/1/2008,2/28/2009,CUSTODIAL,100,5
LLMT001000,BILLINGS FIELD OFFICE,2501990,03/15/2010,10/01/2019,,05467,DEAD DEER COULEE,25,CATTLE,3/15/2008,4/15/2008,ACTIVE,14,4
LLMT001000,BILLINGS FIELD OFFICE,2501990,03/15/2010,10/01/2019,,05467,DEAD DEER COULEE,23,YRLING CATTLE,7/1/2008,10/1/2008,ACTIVE,14,10
LLMT001000,BILLINGS FIELD OFFICE,2501995,03/01/2009,02/28/2019,,05470,NORRIS JOHNSON,3,CATTLE,3/1/2008,2/28/2009,ACTIVE,100,36
LLMT001000,BILLINGS FIELD OFFICE,2501996,03/28/2008,02/28/2018,,03195,COAL MINE,7,CATTLE,3/28/2008,2/28/2009,CUSTODIAL,100,81
LLMT001000,BILLINGS FIELD OFFICE,2502412,03/01/2009,02/28/2019,,04943,MEHLING IND.,41,CATTLE,3/1/2009,2/26/2010,ACTIVE,100,489
LLMT001000,BILLINGS FIELD OFFICE,2502445,05/01/2013,12/31/2015,FLPMA 402(C)(2)/APPROP ACT,04171,LOWER TWO BEAR RIDGE,80,CATTLE,5/1/2009,10/29/2009,ACTIVE,12,57
LLMT001000,BILLINGS FIELD OFFICE,2502446,06/16/2009,11/01/2018,,05571,ORCHARD CANAL,15,CATTLE,5/1/2009,11/1/2009,ACTIVE,11,10
LLMT001000,BILLINGS FIELD OFFICE,2502463,07/16/2009,02/28/2018,,05559,THREE CROSS RANCH,2,CATTLE,3/1/2009,2/28/2010,CUSTODIAL,100,19
LLMT001000,BILLINGS FIELD OFFICE,2502468,03/01/2016,02/28/2025,,04118,LOWER SAGE CREEK,19,CATTLE,6/15/2016,11/15/2016,ACTIVE,100,96
LLMT001000,BILLINGS FIELD OFFICE,2502468,03/01/2016,02/28/2025,,04118,LOWER SAGE CREEK,1,CATTLE,3/1/2016,2/28/2017,CUSTODIAL,100,10
LLMT001000,BILLINGS FIELD OFFICE,2502489,11/09/2009,09/01/2018,,05534,EAST FORK - SG CREEK,22,HORSE,7/1/2009,9/1/2009,ACTIVE,100,46
LLMT001000,BILLINGS FIELD OFFICE,2502695,03/01/2015,02/28/2019,FLPMA 402(C)(2)/APPROP ACT,04949,SILVER SAGE RANCH,258,CATTLE,5/15/2015,12/15/2015,ACTIVE,71,1295
LLMT001000,BILLINGS FIELD OFFICE,2502695,03/01/2015,02/28/2019,FLPMA 402(C)(2)/APPROP ACT,04985,ZIMMERMAN IND.,4,CATTLE,3/1/2010,2/28/2011,ACTIVE,100,48
LLMT001000,BILLINGS FIELD OFFICE,2503090,06/01/2010,10/03/2019,,04933,HORSETHIEF CREEK,18,HORSE,6/1/2010,10/3/2010,ACTIVE,100,74
LLMT001000,BILLINGS FIELD OFFICE,2503129,07/22/2015,04/01/2018,,04944,GOLF COURSE ROAD,45,CATTLE,6/1/2010,11/1/2010,ACTIVE,13,30
LLMT001000,BILLINGS FIELD OFFICE,2503132,07/10/2010,10/01/2019,,05483,RIVER,5,HORSE,7/10/2010,10/1/2010,ACTIVE,61,8
LLMT001000,BILLINGS FIELD OFFICE,2503133,03/01/2010,02/28/2020,,04912,CARELESS,10,CATTLE,3/1/2010,2/28/2011,CUSTODIAL,100,6
LLMT001000,BILLINGS FIELD OFFICE,2503135,06/01/2010,07/01/2019,,05432,SHANE CREEK,10,CATTLE,6/1/2010,7/1/2010,ACTIVE,100,10
LLMT001000,BILLINGS FIELD OFFICE,2503146,03/01/2012,02/28/2022,,03258,NORTH POMPEY,44,CATTLE,10/1/2012,6/1/2013,ACTIVE,39,138
LLMT001000,BILLINGS FIELD OFFICE,2503168,10/01/2010,12/31/2012,HOLD,09744,CHIMNEY BUTTE,24,CATTLE,3/1/2010,2/28/2011,ACTIVE,38,109
LLMT001000,BILLINGS FIELD OFFICE,2503176,10/01/2010,12/31/2012,HOLD,05002,WILLOW COULEE,10,CATTLE,3/1/2010,1/30/2011,ACTIVE,100,110
LLMT001000,BILLINGS FIELD OFFICE,2503186,11/01/2010,02/28/2020,,05405,PECK GULCH,25,CATTLE,3/1/2010,2/28/2011,ACTIVE,10,30
LLMT001000,BILLINGS FIELD OFFICE,2503190,10/01/2015,02/28/2020,,05314,MCCORMICK SPRINGS,29,HORSE,3/1/2010,2/28/2011,ACTIVE,13,45
LLMT001000,BILLINGS FIELD OFFICE,2503190,10/01/2015,02/28/2020,,05314,MCCORMICK SPRINGS,117,CATTLE,3/1/2010,2/28/2011,ACTIVE,13,183
LLMT001000,BILLINGS FIELD OFFICE,2503193,10/15/2010,02/28/2020,,05500,TONY CREEK,15,CATTLE,3/1/2010,2/28/2011,ACTIVE,10,18
LLMT001000,BILLINGS FIELD OFFICE,2503243,06/01/2016,08/01/2025,,04147,COTTONWOOD ROAD,20,CATTLE,6/1/2010,8/1/2010,ACTIVE,10,4
LLMT001000,BILLINGS FIELD OFFICE,2503249,05/13/2014,03/31/2017,,09682,CON COAL CO,1,CATTLE,10/1/2010,2/28/2011,CUSTODIAL,100,6
LLMT001000,BILLINGS FIELD OFFICE,2503249,05/13/2014,03/31/2017,,09682,CON COAL CO,1,CATTLE,3/1/2010,9/30/2010,ACTIVE,100,7
LLMT001000,BILLINGS FIELD OFFICE,2503261,06/01/2016,03/01/2019,,05331,PUMPKIN,60,CATTLE,6/1/2010,10/31/2010,ACTIVE,12,36
LLMT001000,BILLINGS FIELD OFFICE,2503262,12/01/2010,11/30/2020,,04914,CURRANT CREEK WEST,18,CATTLE,3/1/2011,6/10/2011,ACTIVE,7,4
LLMT001000,BILLINGS FIELD OFFICE,2503262,12/01/2010,11/30/2020,,04914,CURRANT CREEK WEST,60,SHEEP,10/1/2011,2/28/2012,ACTIVE,7,4
LLMT001000,BILLINGS FIELD OFFICE,2503262,12/01/2010,11/30/2020,,04914,CURRANT CREEK WEST,60,SHEEP,3/1/2011,6/10/2011,ACTIVE,7,3
LLMT001000,BILLINGS FIELD OFFICE,2503262,12/01/2010,11/30/2020,,04914,CURRANT CREEK WEST,18,CATTLE,10/1/2011,2/28/2012,ACTIVE,7,6
LLMT001000,BILLINGS FIELD OFFICE,2503271,12/29/2010,12/28/2019,FLPMA 402(C)(2)/APPROP ACT,05318,NORTH OTIS ALLOTMENT,58,CATTLE,5/15/2010,10/31/2010,ACTIVE,54,175
LLMT001000,BILLINGS FIELD OFFICE,2503272,12/30/2010,12/31/2018,FLPMA 402(C)(2)/APPROP ACT,05345,30 MILE,28,CATTLE,3/1/2010,2/10/2011,ACTIVE,25,80
LLMT001000,BILLINGS FIELD OFFICE,2503280,05/10/2013,04/30/2021,,05498,MENDENHALL CREEK,45,CATTLE,5/10/2011,7/15/2011,ACTIVE,24,24
LLMT001000,BILLINGS FIELD OFFICE,2503282,02/02/2011,02/01/2021,FLPMA 402(C)(2)/APPROP ACT,09781,MUIR IND,5,CATTLE,3/1/2011,2/28/2012,ACTIVE,63,38
LLMT001000,BILLINGS FIELD OFFICE,2503283,02/05/2011,01/01/2021,FLPMA 402(C)(2)/APPROP ACT,09740,JENNAWAY IND,1,CATTLE,3/1/2011,2/28/2012,ACTIVE,100,12
LLMT001000,BILLINGS FIELD OFFICE,2503284,02/04/2011,01/01/2021,FLPMA 402(C)(2)/APPROP ACT,04999,HARVEY IND,1,CATTLE,5/1/2011,9/1/2011,ACTIVE,100,4
LLMT001000,BILLINGS FIELD OFFICE,2504127,05/15/2013,10/20/2022,,05200,SAND CREEK,45,CATTLE,9/1/2013,10/20/2013,ACTIVE,33,24
LLMT001000,BILLINGS FIELD OFFICE,2504127,05/15/2013,10/20/2022,,05200,SAND CREEK,45,CATTLE,5/15/2013,6/16/2013,ACTIVE,33,16
LLMT001000,BILLINGS FIELD OFFICE,2504154,05/18/2014,10/30/2016,,05213,COTTONWOOD,162,CATTLE,5/18/2014,10/30/2014,ACTIVE,50,442
LLMT001000,BILLINGS FIELD OFFICE,2504164,12/01/2014,11/30/2023,,04917,DEVILS HOLE LAKE,4,CATTLE,3/1/2012,2/28/2013,ACTIVE,100,48
LLMT001000,BILLINGS FIELD OFFICE,2504164,12/01/2014,11/30/2023,,04981,PRONGHORN RANCH,228,CATTLE,3/1/2015,2/28/2016,ACTIVE,49,1341
LLMT001000,BILLINGS FIELD OFFICE,2504164,12/01/2014,11/30/2023,,05549,JONES CREEK,1,CATTLE,3/1/2012,2/28/2013,ACTIVE,100,12
LLMT001000,BILLINGS FIELD OFFICE,2504167,03/01/2013,02/28/2022,,05330,BULL MOUNTAIN IND,2,CATTLE,3/1/2012,2/28/2013,ACTIVE,100,24
LLMT001000,BILLINGS FIELD OFFICE,2504171,03/01/2012,02/28/2022,,03290,CASTLE BUTTE,71,CATTLE,3/1/2012,2/28/2013,ACTIVE,13,111
LLMT001000,BILLINGS FIELD OFFICE,2504174,04/15/2012,11/16/2021,FLPMA 402(C)(2)/APPROP ACT,05356,HIBBARD CREEK,86,CATTLE,4/15/2012,11/16/2012,ACTIVE,79,482
LLMT001000,BILLINGS FIELD OFFICE,2504178,05/19/2014,08/15/2023,,04952,HUNT,13,CATTLE,5/15/2014,8/15/2014,ACTIVE,100,40
LLMT001000,BILLINGS FIELD OFFICE,2504179,06/01/2014,02/28/2017,,05517,SOUTHLAND ESTATES,15,CATTLE,3/1/2012,2/28/2013,ACTIVE,100,180
LLMT001000,BILLINGS FIELD OFFICE,2504188,04/30/2013,02/28/2022,FLPMA 402(C)(2)/APPROP ACT,09652,HAYMAKER RANCH INC,1,CATTLE,3/1/2012,2/28/2013,ACTIVE,100,12
LLMT001000,BILLINGS FIELD OFFICE,2504192,03/01/2012,02/28/2022,FLPMA 402(C)(2)/APPROP ACT,09720,FATTIG CREEK,1,CATTLE,3/1/2012,2/28/2013,ACTIVE,100,12
LLMT001000,BILLINGS FIELD OFFICE,2504193,06/01/2014,12/01/2019,FLPMA 402(C)(2)/APPROP ACT,05416,SOUTH MC LEOD,35,CATTLE,6/1/2012,12/1/2012,ACTIVE,11,23
LLMT001000,BILLINGS FIELD OFFICE,2504203,04/01/2010,02/28/2020,,04103,O'CONNOR DITCH,2,CATTLE,4/1/1989,2/28/1990,ACTIVE,70,15
LLMT001000,BILLINGS FIELD OFFICE,2504206,05/01/2010,10/31/2019,,04106,HANSEN,100,CATTLE,5/1/1989,10/31/1989,ACTIVE,6,36
LLMT001000,BILLINGS FIELD OFFICE,2504207,10/01/2009,09/30/2019,FLPMA 402(C)(2)/APPROP ACT,04110,CROOKED CREEK 1,3,CATTLE,3/1/1989,2/28/1990,ACTIVE,100,36
LLMT001000,BILLINGS FIELD OFFICE,2504208,03/01/2014,02/28/2024,,04105,GYP SPRINGS,80,CATTLE,10/1/2014,2/15/2015,CUSTODIAL,100,363
LLMT001000,BILLINGS FIELD OFFICE,2504211,03/01/2015,02/28/2025,FLPMA 402(C)(2)/APPROP ACT,04111,PARADISE,136,CATTLE,10/1/1989,2/20/1990,ACTIVE,25,160
LLMT001000,BILLINGS FIELD OFFICE,2504211,03/01/2015,02/28/2025,FLPMA 402(C)(2)/APPROP ACT,04111,PARADISE,136,CATTLE,4/20/1989,6/19/1989,ACTIVE,25,68
LLMT001000,BILLINGS FIELD OFFICE,2504212,09/30/2009,07/02/2019,,04112,SKUNK CREEK,25,CATTLE,5/15/1989,7/2/1989,ACTIVE,100,40
LLMT001000,BILLINGS FIELD OFFICE,2504213,10/01/2015,09/30/2025,,04135,MOUNTAIN,31,CATTLE,6/1/2015,2/28/2016,ACTIVE,74,206
LLMT001000,BILLINGS FIELD OFFICE,2504213,10/01/2015,09/30/2025,,04135,MOUNTAIN,1,CATTLE,3/1/2016,2/28/2017,CUSTODIAL,100,7
LLMT001000,BILLINGS FIELD OFFICE,2504213,10/01/2015,09/30/2025,,04135,MOUNTAIN,56,CATTLE,6/1/2016,2/28/2017,ACTIVE,44,221
LLMT001000,BILLINGS FIELD OFFICE,2504214,06/01/2013,04/04/2016,,04114,CROW,68,CATTLE,6/1/2006,10/31/2006,ACTIVE,47,161
LLMT001000,BILLINGS FIELD OFFICE,2504215,03/01/2014,02/28/2024,,04105,GYP SPRINGS,64,CATTLE,10/1/2014,2/15/2015,CUSTODIAL,85,250
LLMT001000,BILLINGS FIELD OFFICE,2504215,03/01/2014,02/28/2024,,04115,BLUEWASH,322,CATTLE,9/16/2000,11/30/2000,CUSTODIAL,96,771
LLMT001000,BILLINGS FIELD OFFICE,2504215,03/01/2014,02/28/2024,,04115,BLUEWASH,322,CATTLE,5/1/2000,6/30/2000,ACTIVE,96,620
LLMT001000,BILLINGS FIELD OFFICE,2504215,03/01/2014,02/28/2024,,04124,WARREN,3,CATTLE,4/1/2000,2/28/2001,CUSTODIAL,100,34
LLMT001000,BILLINGS FIELD OFFICE,2504215,03/01/2014,02/28/2024,,04132,LIMESTONE,9,CATTLE,3/1/2000,2/28/2001,CUSTODIAL,100,107
LLMT001000,BILLINGS FIELD OFFICE,2504215,03/01/2014,02/28/2024,,04133,RAILROAD,1,CATTLE,3/1/2000,2/28/2001,CUSTODIAL,100,196
LLMT001000,BILLINGS FIELD OFFICE,2504215,03/01/2014,02/28/2024,,04136,PINEY CREEK,3,CATTLE,3/15/2000,2/28/2001,ACTIVE,82,28
LLMT001000,BILLINGS FIELD OFFICE,2504215,03/01/2014,02/28/2024,,04150,BURLINGTON,3,CATTLE,5/1/2000,2/28/2001,CUSTODIAL,100,94
LLMT001000,BILLINGS FIELD OFFICE,2504215,03/01/2014,02/28/2024,,05217,JACK CREEK,222,CATTLE,10/1/2013,2/28/2014,CUSTODIAL,40,442
LLMT001000,BILLINGS FIELD OFFICE,2504220,06/01/2011,10/31/2020,,04120,LOWER BLUEWATER,94,CATTLE,3/1/1989,10/31/1989,ACTIVE,10,76
LLMT001000,BILLINGS FIELD OFFICE,2504222,05/01/2009,11/01/2018,,04119,CHERRY CREEK,175,CATTLE,5/1/1999,11/1/1999,ACTIVE,29,309
LLMT001000,BILLINGS FIELD OFFICE,2504225,07/15/2016,11/15/2025,,04125,UPPER SAGE CREEK,10,CATTLE,7/15/1994,11/15/1994,ACTIVE,100,41
LLMT001000,BILLINGS FIELD OFFICE,2504225,07/15/2016,11/15/2025,,04125,UPPER SAGE CREEK,9,HORSE,7/15/1994,11/10/1994,ACTIVE,100,35
LLMT001000,BILLINGS FIELD OFFICE,2504226,04/15/2015,12/04/2024,FLPMA 402(C)(2)/APPROP ACT,04126,DEADMAN,672,CATTLE,4/15/2005,6/15/2005,ACTIVE,12,164
LLMT001000,BILLINGS FIELD OFFICE,2504226,04/15/2015,12/04/2024,FLPMA 402(C)(2)/APPROP ACT,04126,DEADMAN,403,CATTLE,11/1/2005,12/4/2005,ACTIVE,12,54
LLMT001000,BILLINGS FIELD OFFICE,2504227,09/30/2009,02/28/2018,,04127,BRIDGER CREEK 2,3,CATTLE,3/1/1989,2/28/1990,ACTIVE,90,32
LLMT001000,BILLINGS FIELD OFFICE,2504228,10/01/2009,02/28/2018,,04128,YEDLICKA,3,CATTLE,3/1/1989,2/28/1990,ACTIVE,100,36
LLMT001000,BILLINGS FIELD OFFICE,2504229,09/30/2009,02/27/2018,,04129,PFEIFER IND,102,CATTLE,3/1/1989,2/27/1990,ACTIVE,12,146
LLMT001000,BILLINGS FIELD OFFICE,2504234,10/16/2015,10/15/2025,,03408,BIG DAM,44,CATTLE,5/1/2015,10/15/2015,ACTIVE,13,32
LLMT001000,BILLINGS FIELD OFFICE,2504235,09/30/2009,10/23/2018,,04107,MIDDLE FORK 5 MILE,4,CATTLE,5/22/1989,10/23/1989,ACTIVE,100,20
LLMT001000,BILLINGS FIELD OFFICE,2504236,10/01/2009,10/29/2018,,04108,"BAUWENS, J",1,CATTLE,5/16/1989,10/29/1989,ACTIVE,100,5
LLMT001000,BILLINGS FIELD OFFICE,2504237,09/30/2009,10/29/2018,,04117,"BAUWENS, EVELYN",1,CATTLE,5/16/1989,10/29/1989,ACTIVE,100,5
LLMT001000,BILLINGS FIELD OFFICE,2504238,03/01/2008,02/28/2018,,04121,FIVEMILE CREEK,2,CATTLE,5/15/1988,10/30/1988,ACTIVE,100,11
LLMT001000,BILLINGS FIELD OFFICE,2504238,03/01/2008,02/28/2018,,04122,BACHELDER,67,CATTLE,5/15/1988,10/15/1988,ACTIVE,39,132
LLMT001000,BILLINGS FIELD OFFICE,2504238,03/01/2008,02/28/2018,,05201,J BAR F,49,CATTLE,5/1/1988,11/30/1988,ACTIVE,2,7
LLMT001000,BILLINGS FIELD OFFICE,2504240,05/15/2010,02/27/2020,,04123,RUCKAVINA,3,CATTLE,5/15/1989,10/30/1989,CUSTODIAL,100,16
LLMT001000,BILLINGS FIELD OFFICE,2504242,07/19/2012,06/30/2022,,04903,HRM,211,CATTLE,3/1/2012,2/28/2013,ACTIVE,69,1747
LLMT001000,BILLINGS FIELD OFFICE,2504243,10/01/2009,09/30/2019,,05000,HOWARD COULEE,57,CATTLE,3/1/2009,2/28/2010,ACTIVE,6,41
LLMT001000,BILLINGS FIELD OFFICE,2504244,03/20/2010,02/01/2020,,04904,MCLEAN COULEE,1,CATTLE,3/20/2010,2/1/2011,ACTIVE,100,10
LLMT001000,BILLINGS FIELD OFFICE,2504252,09/30/2009,02/28/2019,,04913,JENSEN IND,3,CATTLE,3/1/1989,2/28/1990,CUSTODIAL,100,31
LLMT001000,BILLINGS FIELD OFFICE,2504254,03/01/2013,02/28/2023,FLPMA 402(C)(2)/APPROP ACT,04915,TWIN COULEE,33,CATTLE,3/1/1993,2/28/1994,ACTIVE,3,12
LLMT001000,BILLINGS FIELD OFFICE,2504255,05/01/2009,02/28/2019,,04916,MERCER IND,1,CATTLE,5/1/2003,2/28/2004,ACTIVE,95,9
LLMT001000,BILLINGS FIELD OFFICE,2504256,05/09/2014,02/28/2019,FLPMA 402(C)(2)/APPROP ACT,05338,FISHER PASTURE,73,CATTLE,5/1/2012,10/28/2012,ACTIVE,38,165
LLMT001000,BILLINGS FIELD OFFICE,2504256,05/09/2014,02/28/2019,FLPMA 402(C)(2)/APPROP ACT,05361,LOOKOUT POINT,8,CATTLE,3/1/2014,2/28/2015,ACTIVE,50,48
LLMT001000,BILLINGS FIELD OFFICE,2504256,05/09/2014,02/28/2019,FLPMA 402(C)(2)/APPROP ACT,05370,PICKETT SPRINGS PAST,225,CATTLE,5/1/2012,11/1/2012,ACTIVE,25,342
LLMT001000,BILLINGS FIELD OFFICE,2504256,05/09/2014,02/28/2019,FLPMA 402(C)(2)/APPROP ACT,05371,JAMES PASTURE,100,CATTLE,5/1/2012,10/31/2012,ACTIVE,28,169
LLMT001000,BILLINGS FIELD OFFICE,2504259,06/13/2010,09/01/2019,,04920,ALEC ROY ROAD,50,CATTLE,6/13/2005,9/1/2005,ACTIVE,100,133
LLMT001000,BILLINGS FIELD OFFICE,2504260,03/01/2014,02/28/2024,FLPMA 402(C)(2)/APPROP ACT,04151,MAVERICK,50,CATTLE,4/15/2004,5/15/2004,ACTIVE,14,7
LLMT001000,BILLINGS FIELD OFFICE,2504260,03/01/2014,02/28/2024,FLPMA 402(C)(2)/APPROP ACT,04151,MAVERICK,137,CATTLE,11/1/2004,1/1/2005,ACTIVE,14,39
LLMT001000,BILLINGS FIELD OFFICE,2504260,03/01/2014,02/28/2024,FLPMA 402(C)(2)/APPROP ACT,04921,SAGE HEN,40,CATTLE,4/15/2004,5/15/2004,ACTIVE,100,41
LLMT001000,BILLINGS FIELD OFFICE,2504260,03/01/2014,02/28/2024,FLPMA 402(C)(2)/APPROP ACT,04921,SAGE HEN,158,CATTLE,11/1/2004,1/1/2005,ACTIVE,60,193
LLMT001000,BILLINGS FIELD OFFICE,2504261,09/30/2009,02/20/2019,,04922,WACKER INDIVIDUAL,9,CATTLE,3/15/1989,2/20/1990,ACTIVE,100,101
LLMT001000,BILLINGS FIELD OFFICE,2504262,06/01/2014,12/31/2017,,05225,GROVE CREEK,40,CATTLE,9/16/2014,6/1/2015,ACTIVE,92,313
LLMT001000,BILLINGS FIELD OFFICE,2504262,06/01/2014,12/31/2017,,05225,GROVE CREEK,300,CATTLE,6/1/2014,9/24/2014,ACTIVE,92,1053
LLMT001000,BILLINGS FIELD OFFICE,2504262,06/01/2014,12/31/2017,,05233,HOME PASTURE 1,7,CATTLE,10/1/2014,6/1/2015,ACTIVE,100,56
LLMT001000,BILLINGS FIELD OFFICE,2504263,09/30/2009,02/28/2019,,04924,P GOFFENA IND 1,24,CATTLE,3/1/1989,2/28/1990,ACTIVE,100,288
LLMT001000,BILLINGS FIELD OFFICE,2504263,09/30/2009,02/28/2019,,04924,P GOFFENA IND 1,1,CATTLE,3/1/1989,2/28/1990,ACTIVE,100,12
LLMT001000,BILLINGS FIELD OFFICE,2504266,03/01/2014,02/28/2024,FLPMA 402(C)(2)/APPROP ACT,04905,GAGE DOME,139,CATTLE,4/13/2004,12/20/2004,ACTIVE,43,495
LLMT001000,BILLINGS FIELD OFFICE,2504266,03/01/2014,02/28/2024,FLPMA 402(C)(2)/APPROP ACT,04919,WILLOW CREEK,1,CATTLE,3/1/2004,2/28/2005,ACTIVE,100,12
LLMT001000,BILLINGS FIELD OFFICE,2504267,05/01/2009,04/30/2019,,05337,DUNN MOUNTAIN,72,CATTLE,5/1/1989,12/1/1989,ACTIVE,22,112
LLMT001000,BILLINGS FIELD OFFICE,2504270,03/01/2013,02/28/2023,FLPMA 402(C)(2)/APPROP ACT,04931,ELLIS ROAD,248,CATTLE,3/1/1993,2/28/1994,ACTIVE,7,208
LLMT001000,BILLINGS FIELD OFFICE,2504271,10/01/2009,10/31/2018,,04932,CORGIAT IND.,30,CATTLE,4/30/1989,10/31/1989,CUSTODIAL,20,37
LLMT001000,BILLINGS FIELD OFFICE,2504273,03/01/2009,02/28/2019,,04974,HARRIS ROAD,102,CATTLE,5/1/1991,11/29/1991,ACTIVE,56,400
LLMT001000,BILLINGS FIELD OFFICE,2504274,08/15/2009,02/28/2018,,04935,ELLIS IND.,19,CATTLE,3/1/1989,2/28/1990,ACTIVE,100,228
LLMT001000,BILLINGS FIELD OFFICE,2504275,07/01/2010,10/15/2019,HOLD,04936,RATHS IND. 1,19,CATTLE,7/1/1989,10/15/1989,ACTIVE,100,67
LLMT001000,BILLINGS FIELD OFFICE,2504276,04/15/2015,10/02/2024,FLPMA 402(C)(2)/APPROP ACT,04937,SMITH COULEE,38,CATTLE,4/17/1994,10/1/1994,ACTIVE,100,210
LLMT001000,BILLINGS FIELD OFFICE,2504276,04/15/2015,10/02/2024,FLPMA 402(C)(2)/APPROP ACT,04950,TIMBER BUTTES,50,CATTLE,5/3/1994,10/2/1994,ACTIVE,100,252
LLMT001000,BILLINGS FIELD OFFICE,2504276,04/15/2015,10/02/2024,FLPMA 402(C)(2)/APPROP ACT,04950,TIMBER BUTTES,25,CATTLE,4/15/1994,10/2/1994,ACTIVE,5,7
LLMT001000,BILLINGS FIELD OFFICE,2504277,03/01/2008,02/28/2018,,04938,EMORY SCHOOL,40,CATTLE,3/1/1989,2/28/1990,ACTIVE,8,38
LLMT001000,BILLINGS FIELD OFFICE,2504278,07/01/2012,10/15/2021,,04170,SCOTHERN ROAD,40,CATTLE,7/1/2001,10/15/2001,ACTIVE,33,46
LLMT001000,BILLINGS FIELD OFFICE,2504280,03/01/2014,02/28/2024,FLPMA 402(C)(2)/APPROP ACT,04941,LAKE MASON,48,CATTLE,5/15/2011,11/14/2011,ACTIVE,62,180
LLMT001000,BILLINGS FIELD OFFICE,2504280,03/01/2014,02/28/2024,FLPMA 402(C)(2)/APPROP ACT,04941,LAKE MASON,270,CATTLE,5/15/1989,11/14/1989,ACTIVE,3,49
