Off CD,Fo Name,Auth No,P/L Eff Dt,P/L exp Dt,Permit Status,Allotment Number,Allotment Name,Lvsk #,Lvsk Kind,Pd Beg Dt,Pd End Dt,Type Use,PL %,Aums
LLMTC02000,MILES CITY FIELD OFFICE,2503408,03/01/2010,02/28/2020,,10079,PIERCE,3,CATTLE,3/1/2010,2/28/2011,CUSTODIAL,100,32
LLMTC02000,MILES CITY FIELD OFFICE,2503409,03/01/2014,03/31/2017,,10047,WELLS,1,CATTLE,3/1/2014,2/28/2015,CUSTODIAL,100,16
LLMTC02000,MILES CITY FIELD OFFICE,2503410,03/01/2016,02/28/2026,,10684,KOZELKA UNIT,2,CATTLE,3/1/2015,2/28/2016,CUSTODIAL,100,20
LLMTC02000,MILES CITY FIELD OFFICE,2503411,03/01/2008,02/28/2018,,10685,BEYL,1,CATTLE,3/1/2000,2/28/2001,CUSTODIAL,100,6
LLMTC02000,MILES CITY FIELD OFFICE,2503412,03/01/2008,02/28/2018,,10707,DENSON,2,CATTLE,3/1/2008,2/28/2009,CUSTODIAL,100,28
LLMTC02000,MILES CITY FIELD OFFICE,2503413,03/01/2013,02/28/2023,,10708,PARKER LEASE,1,CATTLE,3/1/2011,2/28/2012,CUSTODIAL,100,14
LLMTC02000,MILES CITY FIELD OFFICE,2503416,03/01/2009,02/28/2019,,10071,MONUMENT CREEK,2,CATTLE,3/1/2000,2/28/2001,CUSTODIAL,100,18
LLMTC02000,MILES CITY FIELD OFFICE,2503419,03/01/2008,02/28/2018,,10098,NANSEL,1,CATTLE,3/1/2008,2/28/2009,CUSTODIAL,100,3
LLMTC02000,MILES CITY FIELD OFFICE,2503420,03/01/2009,02/28/2019,,10070,ROCK CREEK,1,CATTLE,3/1/2001,2/28/2002,CUSTODIAL,100,4
LLMTC02000,MILES CITY FIELD OFFICE,2503421,03/01/2008,02/28/2018,,10074,MAROSOK,8,CATTLE,3/1/2008,2/28/2009,CUSTODIAL,100,101
LLMTC02000,MILES CITY FIELD OFFICE,2503422,11/01/2008,02/28/2018,,20742,SOUTH LUTHER,6,CATTLE,4/1/2008,12/31/2008,ACTIVE,100,54
LLMTC02000,MILES CITY FIELD OFFICE,2503423,03/01/2014,02/28/2024,,00778,COW CREEK,35,CATTLE,5/1/2013,2/28/2014,ACTIVE,100,350
LLMTC02000,MILES CITY FIELD OFFICE,2503423,03/01/2014,02/28/2024,,10692,S H RANCH,5,CATTLE,3/1/2013,2/28/2014,CUSTODIAL,100,54
LLMTC02000,MILES CITY FIELD OFFICE,2503424,03/01/2016,02/28/2026,,10197,THOMPSON CREEK,60,CATTLE,5/15/2016,12/20/2016,ACTIVE,63,273
LLMTC02000,MILES CITY FIELD OFFICE,2503424,03/01/2016,02/28/2026,,10197,THOMPSON CREEK,2,CATTLE,3/1/2016,2/28/2017,CUSTODIAL,100,29
LLMTC02000,MILES CITY FIELD OFFICE,2503424,03/01/2016,02/28/2026,,10197,THOMPSON CREEK,1,CATTLE,3/1/2016,2/28/2017,CUSTODIAL,100,18
LLMTC02000,MILES CITY FIELD OFFICE,2503425,03/01/2009,02/28/2019,,10519,T & C SMITH PLACE,11,CATTLE,3/1/2000,2/28/2001,ACTIVE,100,132
LLMTC02000,MILES CITY FIELD OFFICE,2503427,01/01/2015,12/31/2017,,00851,CHERRY CREEK,9,CATTLE,3/1/2015,2/28/2016,CUSTODIAL,100,112
LLMTC02000,MILES CITY FIELD OFFICE,2503428,03/01/2008,02/08/2018,,00781,BEAN CREEK,15,CATTLE,3/1/2008,2/28/2009,CUSTODIAL,100,174
LLMTC02000,MILES CITY FIELD OFFICE,2503429,03/01/2008,02/28/2018,,00783,BOWERS CREEK,2,CATTLE,3/1/2000,2/28/2001,CUSTODIAL,100,31
LLMTC02000,MILES CITY FIELD OFFICE,2503430,03/01/2016,02/28/2026,,00151,ALDERMAN,20,CATTLE,3/1/2015,2/28/2016,CUSTODIAL,100,214
LLMTC02000,MILES CITY FIELD OFFICE,2503431,11/01/2013,10/31/2016,,00331,ROUGH CREEK,3,CATTLE,3/1/2016,2/28/2017,CUSTODIAL,100,42
LLMTC02000,MILES CITY FIELD OFFICE,2503432,03/01/2009,02/28/2019,,10153,ALLEN EAST,20,CATTLE,3/1/2004,2/28/2005,CUSTODIAL,100,241
LLMTC02000,MILES CITY FIELD OFFICE,2503433,03/01/2009,02/28/2019,,10154,ALLEN,4,CATTLE,3/1/2000,2/28/2001,CUSTODIAL,100,42
LLMTC02000,MILES CITY FIELD OFFICE,2503434,03/01/2008,02/28/2018,,10155,ALLISON,2,CATTLE,3/1/1999,2/28/2000,CUSTODIAL,100,20
LLMTC02000,MILES CITY FIELD OFFICE,2503435,03/01/2008,02/28/2018,,10157,ANDERSON,3,CATTLE,3/1/1999,2/28/2000,CUSTODIAL,100,31
LLMTC02000,MILES CITY FIELD OFFICE,2503437,11/01/2012,02/28/2022,,10159,NORTH BUTTE CREEK,269,CATTLE,5/1/2012,10/30/2012,ACTIVE,87,1408
LLMTC02000,MILES CITY FIELD OFFICE,2503437,11/01/2012,02/28/2022,,10159,NORTH BUTTE CREEK,1,CATTLE,5/1/2012,6/1/2012,ACTIVE,87,1
LLMTC02000,MILES CITY FIELD OFFICE,2503437,11/01/2012,02/28/2022,,10159,NORTH BUTTE CREEK,3,CATTLE,3/1/2012,2/28/2013,CUSTODIAL,100,38
LLMTC02000,MILES CITY FIELD OFFICE,2503439,03/01/2015,02/28/2025,,10161,ARLEDGE,44,CATTLE,3/1/2015,2/28/2016,CUSTODIAL,100,528
LLMTC02000,MILES CITY FIELD OFFICE,2503439,03/01/2015,02/28/2025,,10161,ARLEDGE,1,CATTLE,3/1/2015,5/1/2015,CUSTODIAL,100,2
LLMTC02000,MILES CITY FIELD OFFICE,2503440,09/01/2014,02/28/2024,,10162,THOMPSON CREEK,32,CATTLE,3/1/2014,2/28/2015,CUSTODIAL,100,385
LLMTC02000,MILES CITY FIELD OFFICE,2503440,09/01/2014,02/28/2024,,10162,THOMPSON CREEK,48,CATTLE,4/1/2014,11/1/2014,ACTIVE,69,234
LLMTC02000,MILES CITY FIELD OFFICE,2503441,03/01/2008,02/28/2018,,10163,AYE,9,CATTLE,3/1/1999,2/28/2000,CUSTODIAL,100,119
LLMTC02000,MILES CITY FIELD OFFICE,2503442,03/01/2012,02/28/2022,,10164,JORDAN UNIT,124,CATTLE,3/1/2012,2/28/2013,CUSTODIAL,100,1494
LLMTC02000,MILES CITY FIELD OFFICE,2503442,03/01/2012,02/28/2022,,10165,FEASTER UNIT,2,CATTLE,3/1/2012,2/28/2013,CUSTODIAL,100,30
LLMTC02000,MILES CITY FIELD OFFICE,2503445,03/01/2015,02/28/2025,,10167,BALES,1,CATTLE,5/1/2015,11/30/2015,ACTIVE,100,7
LLMTC02000,MILES CITY FIELD OFFICE,2503445,03/01/2015,02/28/2025,,10167,BALES,96,CATTLE,3/1/2015,2/28/2016,ACTIVE,100,1152
LLMTC02000,MILES CITY FIELD OFFICE,2503446,03/01/2009,02/28/2019,,10168,LOT NUMBER TWELVE,1,CATTLE,3/1/2004,2/28/2005,CUSTODIAL,100,15
LLMTC02000,MILES CITY FIELD OFFICE,2503447,01/01/2010,02/28/2019,,00779,COMMON,28,CATTLE,3/1/2010,2/28/2011,CUSTODIAL,100,332
LLMTC02000,MILES CITY FIELD OFFICE,2503448,03/01/2008,02/28/2018,,10170,BARBERO,2,CATTLE,3/1/1999,2/28/2000,CUSTODIAL,100,27
LLMTC02000,MILES CITY FIELD OFFICE,2503449,03/01/2009,02/28/2019,,10754,J. POWERS,1,CATTLE,3/1/2000,2/28/2001,CUSTODIAL,100,8
LLMTC02000,MILES CITY FIELD OFFICE,2503450,03/01/2009,02/28/2019,,10172,TOMAN,32,CATTLE,3/1/2000,2/28/2001,ACTIVE,100,384
LLMTC02000,MILES CITY FIELD OFFICE,2503450,03/01/2009,02/28/2019,,10172,TOMAN,1,CATTLE,5/1/2000,8/31/2000,ACTIVE,100,4
LLMTC02000,MILES CITY FIELD OFFICE,2503451,03/01/2009,02/28/2019,,10173,BEACH,7,CATTLE,3/1/2000,2/28/2001,CUSTODIAL,100,92
LLMTC02000,MILES CITY FIELD OFFICE,2503452,03/01/2011,02/28/2021,,10174,BELTZ,1,CATTLE,3/1/2011,2/28/2012,CUSTODIAL,100,9
LLMTC02000,MILES CITY FIELD OFFICE,2503453,03/01/2011,02/28/2021,,10175,BERRY,2,CATTLE,3/1/2010,2/28/2011,CUSTODIAL,100,20
LLMTC02000,MILES CITY FIELD OFFICE,2503453,03/01/2011,02/28/2021,,10175,BERRY,9,HORSE,3/1/2010,5/31/2010,ACTIVE,44,12
LLMTC02000,MILES CITY FIELD OFFICE,2503453,03/01/2011,02/28/2021,,10175,BERRY,9,HORSE,1/1/2011,2/28/2011,ACTIVE,44,8
LLMTC02000,MILES CITY FIELD OFFICE,2503453,03/01/2011,02/28/2021,,10175,BERRY,134,CATTLE,6/1/2010,11/2/2010,ACTIVE,44,300
LLMTC02000,MILES CITY FIELD OFFICE,2503454,03/01/2008,02/28/2018,,10733,PARKS,4,CATTLE,3/1/1999,2/28/2000,ACTIVE,100,48
LLMTC02000,MILES CITY FIELD OFFICE,2503454,03/01/2008,02/28/2018,,10733,PARKS,1,CATTLE,5/1/1999,7/31/1999,ACTIVE,100,3
LLMTC02000,MILES CITY FIELD OFFICE,2503455,03/01/2014,02/28/2024,,10177,BICKERDYKE,60,CATTLE,3/1/2014,2/28/2015,CUSTODIAL,100,720
LLMTC02000,MILES CITY FIELD OFFICE,2503455,03/01/2014,02/28/2024,,10177,BICKERDYKE,200,CATTLE,6/1/2014,7/25/2014,ACTIVE,81,293
LLMTC02000,MILES CITY FIELD OFFICE,2503456,03/01/2014,02/28/2024,,10178,BIRD,1,CATTLE,3/1/2013,2/28/2014,CUSTODIAL,100,14
LLMTC02000,MILES CITY FIELD OFFICE,2503458,03/01/2009,02/28/2019,,10181,BLAIR,1,CATTLE,3/1/2000,9/13/2000,ACTIVE,100,6
LLMTC02000,MILES CITY FIELD OFFICE,2503458,03/01/2009,02/28/2019,,10181,BLAIR,160,CATTLE,3/1/2000,2/28/2001,ACTIVE,100,1920
LLMTC02000,MILES CITY FIELD OFFICE,2503459,01/01/2014,12/31/2016,,10182,BLAIR,5,CATTLE,3/1/2016,2/28/2017,CUSTODIAL,100,61
LLMTC02000,MILES CITY FIELD OFFICE,2503460,03/01/2015,02/28/2025,,10183,MCKENZIE UNIT,5,HORSE,3/1/2016,2/28/2017,CUSTODIAL,100,66
LLMTC02000,MILES CITY FIELD OFFICE,2503460,03/01/2015,02/28/2025,,10183,MCKENZIE UNIT,35,CATTLE,3/1/2016,2/28/2017,CUSTODIAL,100,420
LLMTC02000,MILES CITY FIELD OFFICE,2503460,03/01/2015,02/28/2025,,10183,MCKENZIE UNIT,5,SHEEP,3/1/2016,2/28/2017,CUSTODIAL,100,12
LLMTC02000,MILES CITY FIELD OFFICE,2503460,03/01/2015,02/28/2025,,10309,GILKEY UNIT,5,SHEEP,3/1/2016,2/28/2017,CUSTODIAL,100,12
LLMTC02000,MILES CITY FIELD OFFICE,2503460,03/01/2015,02/28/2025,,10309,GILKEY UNIT,10,CATTLE,3/1/2016,2/28/2017,CUSTODIAL,100,132
LLMTC02000,MILES CITY FIELD OFFICE,2503460,03/01/2015,02/28/2025,,10309,GILKEY UNIT,10,HORSE,3/1/2016,2/28/2017,CUSTODIAL,100,114
LLMTC02000,MILES CITY FIELD OFFICE,2503461,03/01/2013,10/31/2022,,10184,BLUM,4,CATTLE,3/1/2013,2/28/2014,CUSTODIAL,100,50
LLMTC02000,MILES CITY FIELD OFFICE,2503462,05/01/2007,04/30/2017,,10695,BURCH,13,CATTLE,3/1/2007,2/28/2008,CUSTODIAL,100,156
LLMTC02000,MILES CITY FIELD OFFICE,2503462,05/01/2007,04/30/2017,,10695,BURCH,5,CATTLE,3/1/2007,2/28/2008,CUSTODIAL,100,60
LLMTC02000,MILES CITY FIELD OFFICE,2503462,05/01/2007,04/30/2017,,10695,BURCH,227,CATTLE,6/1/2007,9/30/2007,ACTIVE,89,810
LLMTC02000,MILES CITY FIELD OFFICE,2503463,05/01/2014,02/28/2024,,10186,BROWNFIELD,1,CATTLE,3/1/2014,2/28/2015,CUSTODIAL,100,5
LLMTC02000,MILES CITY FIELD OFFICE,2503463,05/01/2014,02/28/2024,,10186,BROWNFIELD,11,CATTLE,3/1/2014,2/28/2015,CUSTODIAL,100,136
LLMTC02000,MILES CITY FIELD OFFICE,2503463,05/01/2014,02/28/2024,,10186,BROWNFIELD,289,CATTLE,7/20/2014,11/28/2014,ACTIVE,81,1016
LLMTC02000,MILES CITY FIELD OFFICE,2503464,03/01/2015,02/28/2025,FLPMA 402(C)(2)/APPROP ACT,10187,BONEFIELD,1,CATTLE,3/1/2016,3/31/2016,ACTIVE,71,1
LLMTC02000,MILES CITY FIELD OFFICE,2503464,03/01/2015,02/28/2025,FLPMA 402(C)(2)/APPROP ACT,10187,BONEFIELD,143,CATTLE,5/20/2016,9/15/2016,ACTIVE,41,229
LLMTC02000,MILES CITY FIELD OFFICE,2503464,03/01/2015,02/28/2025,FLPMA 402(C)(2)/APPROP ACT,10187,BONEFIELD,146,CATTLE,5/15/2016,9/21/2016,ACTIVE,71,443
LLMTC02000,MILES CITY FIELD OFFICE,2503464,03/01/2015,02/28/2025,FLPMA 402(C)(2)/APPROP ACT,10187,BONEFIELD,106,CATTLE,3/1/2016,2/28/2017,CUSTODIAL,4,51
LLMTC02000,MILES CITY FIELD OFFICE,2503464,03/01/2015,02/28/2025,FLPMA 402(C)(2)/APPROP ACT,10187,BONEFIELD,174,CATTLE,5/20/2016,9/15/2016,ACTIVE,50,340
LLMTC02000,MILES CITY FIELD OFFICE,2503464,03/01/2015,02/28/2025,FLPMA 402(C)(2)/APPROP ACT,10187,BONEFIELD,128,CATTLE,9/12/2016,12/31/2016,ACTIVE,23,107
LLMTC02000,MILES CITY FIELD OFFICE,2503464,03/01/2015,02/28/2025,FLPMA 402(C)(2)/APPROP ACT,10187,BONEFIELD,1,CATTLE,5/20/2016,9/20/2016,ACTIVE,41,2
LLMTC02000,MILES CITY FIELD OFFICE,2503465,03/01/2011,02/28/2021,,10188,BORLA,2,CATTLE,3/1/2011,2/28/2012,CUSTODIAL,100,26
LLMTC02000,MILES CITY FIELD OFFICE,2503466,03/01/2009,02/28/2019,,00581,TRAUB,15,CATTLE,5/1/2000,11/30/2000,CUSTODIAL,100,107
LLMTC02000,MILES CITY FIELD OFFICE,2503466,03/01/2009,02/28/2019,,10189,HOME & SOMERS,131,CATTLE,6/1/2000,10/31/2000,ACTIVE,34,224
LLMTC02000,MILES CITY FIELD OFFICE,2503466,03/01/2009,02/28/2019,,10189,HOME & SOMERS,34,CATTLE,11/1/2000,2/28/2001,ACTIVE,100,134
LLMTC02000,MILES CITY FIELD OFFICE,2503466,03/01/2009,02/28/2019,,10189,HOME & SOMERS,17,CATTLE,3/1/2000,5/15/2000,CUSTODIAL,100,43
LLMTC02000,MILES CITY FIELD OFFICE,2503466,03/01/2009,02/28/2019,,10189,HOME & SOMERS,367,CATTLE,9/1/2000,11/30/2000,ACTIVE,49,538
LLMTC02000,MILES CITY FIELD OFFICE,2503466,03/01/2009,02/28/2019,,10189,HOME & SOMERS,34,CATTLE,3/1/2000,3/15/2000,ACTIVE,100,17
LLMTC02000,MILES CITY FIELD OFFICE,2503467,03/01/2014,02/28/2024,,10190,BROST,51,CATTLE,3/1/2013,2/28/2014,CUSTODIAL,48,296
LLMTC02000,MILES CITY FIELD OFFICE,2503467,03/01/2014,02/28/2024,,10190,BROST,19,CATTLE,3/1/2013,2/28/2014,CUSTODIAL,100,229
LLMTC02000,MILES CITY FIELD OFFICE,2503468,09/25/2013,02/28/2023,,10191,BRUCE,1,CATTLE,3/1/2014,2/28/2015,CUSTODIAL,100,12
LLMTC02000,MILES CITY FIELD OFFICE,2503468,09/25/2013,02/28/2023,,10191,BRUCE,2,SHEEP,3/1/2014,2/28/2015,CUSTODIAL,100,6
LLMTC02000,MILES CITY FIELD OFFICE,2503469,03/01/2014,03/08/2017,,10192,BRUSKI,3,CATTLE,3/1/2014,2/28/2015,CUSTODIAL,100,35
LLMTC02000,MILES CITY FIELD OFFICE,2503470,03/01/2012,02/28/2022,,10193,BUCK,77,SHEEP,3/1/2012,2/28/2013,CUSTODIAL,100,185
LLMTC02000,MILES CITY FIELD OFFICE,2503470,03/01/2012,02/28/2022,,10193,BUCK,15,CATTLE,3/1/2012,2/28/2013,CUSTODIAL,100,180
LLMTC02000,MILES CITY FIELD OFFICE,2503471,03/01/2007,02/28/2017,,10194,HORTON UNIT,447,CATTLE,6/1/2016,11/1/2016,ACTIVE,55,1245
LLMTC02000,MILES CITY FIELD OFFICE,2503471,03/01/2007,02/28/2017,,10194,HORTON UNIT,7,CATTLE,3/1/2016,2/28/2017,CUSTODIAL,100,84
LLMTC02000,MILES CITY FIELD OFFICE,2503471,03/01/2007,02/28/2017,,10561,MEYERS,1,CATTLE,3/1/2016,2/28/2017,CUSTODIAL,100,8
LLMTC02000,MILES CITY FIELD OFFICE,2503473,04/30/2014,02/28/2024,,10196,BURCH,6,CATTLE,3/1/2014,2/28/2015,CUSTODIAL,100,80
LLMTC02000,MILES CITY FIELD OFFICE,2503475,03/01/2008,02/28/2018,,10198,BURLEY,2,CATTLE,3/1/1999,2/28/2000,CUSTODIAL,100,25
LLMTC02000,MILES CITY FIELD OFFICE,2503476,03/01/2008,02/28/2018,,10199,BURLEY,22,CATTLE,3/1/1999,2/28/2000,ACTIVE,100,264
LLMTC02000,MILES CITY FIELD OFFICE,2503476,03/01/2008,02/28/2018,,10199,BURLEY,1,CATTLE,3/1/1999,10/31/1999,ACTIVE,100,8
LLMTC02000,MILES CITY FIELD OFFICE,2503478,03/01/2015,02/28/2025,,10201,C & C,16,CATTLE,3/1/2015,2/28/2016,CUSTODIAL,100,194
LLMTC02000,MILES CITY FIELD OFFICE,2503478,03/01/2015,02/28/2025,,10201,C & C,5,HORSE,3/1/2015,2/28/2016,CUSTODIAL,100,60
LLMTC02000,MILES CITY FIELD OFFICE,2503478,03/01/2015,02/28/2025,,10201,C & C,1,CATTLE,3/15/2015,7/15/2015,ACTIVE,64,3
LLMTC02000,MILES CITY FIELD OFFICE,2503478,03/01/2015,02/28/2025,,10201,C & C,360,CATTLE,5/1/2015,12/15/2015,ACTIVE,64,1735
LLMTC02000,MILES CITY FIELD OFFICE,2503479,05/01/2010,02/28/2020,,10202,CADWELL,1,CATTLE,3/1/2010,2/28/2011,CUSTODIAL,100,21
LLMTC02000,MILES CITY FIELD OFFICE,2503479,05/01/2010,02/28/2020,,10202,CADWELL,10,SHEEP,3/1/2010,2/28/2011,CUSTODIAL,100,18
LLMTC02000,MILES CITY FIELD OFFICE,2503480,03/01/2009,02/28/2019,,00459,MCKEE & HOME,14,CATTLE,3/1/2000,2/28/2001,CUSTODIAL,100,166
LLMTC02000,MILES CITY FIELD OFFICE,2503480,03/01/2009,02/28/2019,,10422,DEADMAN CREEK,509,SHEEP,9/16/2000,11/16/2000,ACTIVE,66,137
LLMTC02000,MILES CITY FIELD OFFICE,2503480,03/01/2009,02/28/2019,,10422,DEADMAN CREEK,200,SHEEP,5/20/2000,9/15/2000,ACTIVE,66,103
LLMTC02000,MILES CITY FIELD OFFICE,2503480,03/01/2009,02/28/2019,,10422,DEADMAN CREEK,115,CATTLE,4/1/2000,5/10/2000,ACTIVE,66,100
LLMTC02000,MILES CITY FIELD OFFICE,2503481,03/01/2011,02/28/2021,,10203,BITTER CREEK,4,HORSE,3/1/2011,2/28/2012,CUSTODIAL,100,48
LLMTC02000,MILES CITY FIELD OFFICE,2503481,03/01/2011,02/28/2021,,10203,BITTER CREEK,1,HORSE,6/15/2011,10/12/2011,ACTIVE,88,3
LLMTC02000,MILES CITY FIELD OFFICE,2503481,03/01/2011,02/28/2021,,10203,BITTER CREEK,13,CATTLE,3/1/2011,2/28/2012,CUSTODIAL,100,159
LLMTC02000,MILES CITY FIELD OFFICE,2503481,03/01/2011,02/28/2021,,10203,BITTER CREEK,14,CATTLE,6/15/2011,10/11/2011,ACTIVE,88,48
LLMTC02000,MILES CITY FIELD OFFICE,2503482,03/01/2014,02/28/2024,,10204,ERICKSON,62,CATTLE,3/1/2014,2/28/2015,CUSTODIAL,100,740
LLMTC02000,MILES CITY FIELD OFFICE,2503483,03/01/2008,02/28/2018,,10205,CAPRA,15,SHEEP,3/1/1999,2/28/2000,ACTIVE,100,36
LLMTC02000,MILES CITY FIELD OFFICE,2503485,01/01/2014,12/31/2016,,10207,NORTH FORK,4,CATTLE,3/1/2016,2/28/2017,CUSTODIAL,100,50
LLMTC02000,MILES CITY FIELD OFFICE,2503487,03/01/2008,02/28/2018,,10209,CARTER,1,CATTLE,3/1/1999,2/28/2000,CUSTODIAL,100,10
LLMTC02000,MILES CITY FIELD OFFICE,2503487,03/01/2008,02/28/2018,,10387,PIKKULA,1,CATTLE,3/1/1999,2/28/2000,CUSTODIAL,100,10
LLMTC02000,MILES CITY FIELD OFFICE,2503487,03/01/2008,02/28/2018,,10636,AMSDEN,1,CATTLE,3/1/1999,2/28/2000,CUSTODIAL,100,8
LLMTC02000,MILES CITY FIELD OFFICE,2503488,03/01/2010,02/28/2020,,10698,HORNER,1,CATTLE,3/1/2009,2/28/2010,CUSTODIAL,100,10
LLMTC02000,MILES CITY FIELD OFFICE,2503489,03/01/2009,02/28/2019,,10211,CATHEY,97,SHEEP,3/1/2000,2/28/2001,ACTIVE,100,233
LLMTC02000,MILES CITY FIELD OFFICE,2503490,07/23/2012,02/28/2022,,10212,MILLER CREEK,4,CATTLE,3/1/2012,2/28/2013,CUSTODIAL,100,48
LLMTC02000,MILES CITY FIELD OFFICE,2503490,07/23/2012,02/28/2022,,10212,MILLER CREEK,14,HORSE,3/1/2012,2/28/2013,CUSTODIAL,100,168
LLMTC02000,MILES CITY FIELD OFFICE,2503491,03/01/2011,02/28/2021,,10214,CLARK,4,CATTLE,3/1/2010,2/28/2011,CUSTODIAL,100,50
LLMTC02000,MILES CITY FIELD OFFICE,2503493,03/01/2006,02/28/2016,,10216,SANDONS CORRAL CREEK,350,CATTLE,5/15/2006,6/16/2006,ACTIVE,57,216
LLMTC02000,MILES CITY FIELD OFFICE,2503493,03/01/2006,02/28/2016,,10216,SANDONS CORRAL CREEK,9,CATTLE,5/15/2006,12/2/2006,ACTIVE,100,60
LLMTC02000,MILES CITY FIELD OFFICE,2503493,03/01/2006,02/28/2016,,10216,SANDONS CORRAL CREEK,352,CATTLE,5/15/2006,5/31/2006,ACTIVE,100,197
LLMTC02000,MILES CITY FIELD OFFICE,2503494,03/01/2009,02/28/2019,,10218,CLEMENTS,3,CATTLE,3/1/2008,2/28/2009,CUSTODIAL,100,40
LLMTC02000,MILES CITY FIELD OFFICE,2503495,01/01/2013,12/31/2015,,00219,CLINE,3,CATTLE,3/1/2012,2/28/2013,CUSTODIAL,100,42
LLMTC02000,MILES CITY FIELD OFFICE,2503496,03/01/2011,02/28/2021,,10220,DOLAN,150,SHEEP,3/1/2011,4/30/2011,ACTIVE,100,60
LLMTC02000,MILES CITY FIELD OFFICE,2503496,03/01/2011,02/28/2021,,10220,DOLAN,16,INDIGENOUS,3/1/2011,2/28/2012,CUSTODIAL,100,187
LLMTC02000,MILES CITY FIELD OFFICE,2503496,03/01/2011,02/28/2021,,10220,DOLAN,83,CATTLE,3/1/2011,2/28/2012,CUSTODIAL,100,996
LLMTC02000,MILES CITY FIELD OFFICE,2503496,03/01/2011,02/28/2021,,10451,NEIMAN,1,CATTLE,3/1/2011,2/28/2012,CUSTODIAL,100,12
LLMTC02000,MILES CITY FIELD OFFICE,2503496,03/01/2011,02/28/2021,,10451,NEIMAN,1,INDIGENOUS,3/1/2011,2/28/2012,CUSTODIAL,100,14
LLMTC02000,MILES CITY FIELD OFFICE,2503497,04/30/2010,12/31/2015,,10221,SORENSON UNIT,48,CATTLE,3/1/2010,2/28/2011,CUSTODIAL,100,577
LLMTC02000,MILES CITY FIELD OFFICE,2503498,03/01/2007,02/28/2017,,10222,EATON UNIT,19,CATTLE,3/1/2016,2/28/2017,CUSTODIAL,100,227
LLMTC02000,MILES CITY FIELD OFFICE,2503499,03/01/2015,02/28/2025,,10224,THOMPSON & WILLOW CK,1,SHEEP,6/1/2016,7/30/2016,ACTIVE,57,1
LLMTC02000,MILES CITY FIELD OFFICE,2503499,03/01/2015,02/28/2025,,10224,THOMPSON & WILLOW CK,17,CATTLE,3/1/2016,2/28/2017,ACTIVE,100,204
LLMTC02000,MILES CITY FIELD OFFICE,2503499,03/01/2015,02/28/2025,,10224,THOMPSON & WILLOW CK,89,SHEEP,3/1/2016,2/28/2017,CUSTODIAL,100,212
LLMTC02000,MILES CITY FIELD OFFICE,2503499,03/01/2015,02/28/2025,,10224,THOMPSON & WILLOW CK,258,CATTLE,6/1/2016,10/25/2016,ACTIVE,57,711
LLMTC02000,MILES CITY FIELD OFFICE,2503499,03/01/2015,02/28/2025,,10224,THOMPSON & WILLOW CK,1291,SHEEP,6/1/2016,10/25/2016,ACTIVE,57,711
LLMTC02000,MILES CITY FIELD OFFICE,2503500,03/01/2009,02/28/2019,,10223,LARRY COLLINS,55,CATTLE,5/1/2000,11/30/2000,ACTIVE,100,387
LLMTC02000,MILES CITY FIELD OFFICE,2503500,03/01/2009,02/28/2019,,10223,LARRY COLLINS,1,CATTLE,5/1/2000,9/30/2000,ACTIVE,100,5
LLMTC02000,MILES CITY FIELD OFFICE,2503501,03/01/2007,12/31/2016,,10225,COLVIN,9,CATTLE,3/1/2016,2/28/2017,CUSTODIAL,100,108
LLMTC02000,MILES CITY FIELD OFFICE,2503502,03/01/2015,02/28/2025,,10226,CONSIDINE,6,CATTLE,3/1/2015,2/28/2016,CUSTODIAL,100,75
LLMTC02000,MILES CITY FIELD OFFICE,2503503,03/01/2006,02/28/2016,,03117,LONESOME PEAK,8,CATTLE,3/1/2006,2/28/2007,CUSTODIAL,100,100
LLMTC02000,MILES CITY FIELD OFFICE,2503504,03/01/2012,02/28/2022,,10249,COLONY PLACE,37,CATTLE,3/1/2012,2/28/2013,CUSTODIAL,100,449
LLMTC02000,MILES CITY FIELD OFFICE,2503506,03/01/2014,02/28/2024,,10179,NINEMILE CREEK,12,CATTLE,3/1/2013,2/28/2014,CUSTODIAL,100,147
LLMTC02000,MILES CITY FIELD OFFICE,2503506,03/01/2014,02/28/2024,,10230,COONS,1,CATTLE,3/1/2013,2/28/2014,ACTIVE,100,12
LLMTC02000,MILES CITY FIELD OFFICE,2503506,03/01/2014,02/28/2024,,10230,COONS,2,CATTLE,3/1/2013,2/28/2014,CUSTODIAL,100,22
LLMTC02000,MILES CITY FIELD OFFICE,2503507,03/01/2012,02/28/2022,,10231,COONS,40,CATTLE,7/14/2012,12/15/2012,ACTIVE,27,55
LLMTC02000,MILES CITY FIELD OFFICE,2503508,03/01/2011,02/28/2021,,10232,COURTNEY,148,SHEEP,3/1/2010,2/28/2011,ACTIVE,100,355
LLMTC02000,MILES CITY FIELD OFFICE,2503508,03/01/2011,02/28/2021,,10232,COURTNEY,39,CATTLE,3/1/2010,2/28/2011,ACTIVE,100,468
LLMTC02000,MILES CITY FIELD OFFICE,2503508,03/01/2011,02/28/2021,,10232,COURTNEY,1,CATTLE,3/1/2010,4/30/2010,ACTIVE,100,2
LLMTC02000,MILES CITY FIELD OFFICE,2503509,03/01/2009,02/28/2019,,10233,CRAFT,5,CATTLE,3/1/2009,2/28/2010,CUSTODIAL,100,66
