Off CD,Fo Name,Auth No,P/L Eff Dt,P/L exp Dt,Permit Status,Allotment Number,Allotment Name,Lvsk #,Lvsk Kind,Pd Beg Dt,Pd End Dt,Type Use,PL %,Aums
LLCAC07000,BISHOP FO,0401614,08/16/2010,02/28/2019,,06026,MATHIEU,10,CATTLE,6/1/2013,10/31/2013,ACTIVE,100,50
LLCAC07000,BISHOP FO,0401614,08/16/2010,02/28/2019,,06027,ADOBE VALLEY,80,CATTLE,6/15/2013,11/15/2013,ACTIVE,100,405
LLCAC07000,BISHOP FO,0401614,08/16/2010,02/28/2019,,06053,LONE TREE,40,CATTLE,10/1/2013,5/15/2014,ACTIVE,100,299
LLCAC07000,BISHOP FO,0401615,03/01/2009,02/28/2019,,06007,VOLCANIC TABLELANDS,8878,SHEEP,5/1/2009,6/15/2009,ACTIVE,100,2685
LLCAC07000,BISHOP FO,0401615,03/01/2009,02/28/2019,,06055,MONO MILLS,3045,SHEEP,7/1/2009,10/15/2009,ACTIVE,100,2142
LLCAC07000,BISHOP FO,0401616,08/24/2007,02/28/2017,,06021,SHANNON CYN BAKER CR,18,CATTLE,3/1/1999,5/15/1999,ACTIVE,100,45
LLCAC07000,BISHOP FO,0401616,08/24/2007,02/28/2017,,06021,SHANNON CYN BAKER CR,15,CATTLE,10/1/1999,12/31/1999,ACTIVE,100,45
LLCAC07000,BISHOP FO,0401616,08/24/2007,02/28/2017,,06022,WILFRED CREEK,44,CATTLE,6/1/1999,11/30/1999,ACTIVE,66,175
LLCAC07000,BISHOP FO,0401616,08/24/2007,02/28/2017,,06022,WILFRED CREEK,80,CATTLE,6/1/1999,11/30/1999,ACTIVE,27,130
LLCAC07000,BISHOP FO,0401616,08/24/2007,02/28/2017,,06023,BLACK MINE,6,CATTLE,10/16/1999,2/28/2000,ACTIVE,100,27
LLCAC07000,BISHOP FO,0401616,08/24/2007,02/28/2017,,06023,BLACK MINE,6,CATTLE,3/1/1999,6/15/1999,ACTIVE,100,21
LLCAC07000,BISHOP FO,0401616,08/24/2007,02/28/2017,,06047,RED MOUNTAIN,91,CATTLE,12/1/1998,6/30/1999,ACTIVE,48,304
LLCAC07000,BISHOP FO,0401616,08/24/2007,02/28/2017,,06079,EAST CRATER MOUNTAIN,20,CATTLE,12/1/1998,6/30/1999,ACTIVE,100,139
LLCAC07000,BISHOP FO,0401619,03/10/2014,02/28/2019,,06080,BLIND SPRINGS,15,CATTLE,6/15/2014,2/28/2015,ACTIVE,100,128
LLCAC07000,BISHOP FO,0401620,07/18/2007,02/28/2017,,06030,CHALFANT VALLEY,42,CATTLE,10/1/1998,5/31/1999,ACTIVE,65,218
LLCAC07000,BISHOP FO,0401621,07/23/2007,02/28/2017,,06033,TINEMAHA,37,CATTLE,12/1/1998,5/31/1999,ACTIVE,100,221
LLCAC07000,BISHOP FO,0401628,07/23/2007,02/28/2017,,06042,ASH CREEK,123,CATTLE,2/1/1999,5/31/1999,ACTIVE,50,243
LLCAC07000,BISHOP FO,0401629,07/23/2007,02/28/2017,,06019,WEST CRATER MOUNTAIN,165,CATTLE,4/1/2000,5/31/2000,ACTIVE,100,331
LLCAC07000,BISHOP FO,0401630,08/21/2007,02/28/2017,,06043,CHALK BLUFF,74,CATTLE,10/1/2005,5/15/2006,ACTIVE,100,552
LLCAC07000,BISHOP FO,0401630,08/21/2007,02/28/2017,,06044,LONG VALLEY,2,CATTLE,5/1/2002,10/31/2002,ACTIVE,100,12
LLCAC07000,BISHOP FO,0401630,08/21/2007,02/28/2017,,06045,TOBACCO FLAT,8,CATTLE,6/16/2002,10/15/2002,ACTIVE,100,32
LLCAC07000,BISHOP FO,0401630,08/21/2007,02/28/2017,,06048,WEST SANTA RITA,3,CATTLE,10/10/2002,12/31/2002,ACTIVE,100,8
LLCAC07000,BISHOP FO,0401631,07/23/2007,02/28/2017,,06049,ABERDEEN,39,CATTLE,12/1/1998,5/31/1999,ACTIVE,100,233
LLCAC07000,BISHOP FO,0401631,07/23/2007,02/28/2017,,06050,POVERTY HILLS,13,CATTLE,12/1/1998,5/31/1999,ACTIVE,100,78
LLCAC07000,BISHOP FO,0401632,08/24/2007,02/28/2017,,06051,WELLS MEADOW,20,CATTLE,4/1/1999,10/15/1999,ACTIVE,100,130
LLCAC07000,BISHOP FO,0401635,06/25/2007,02/28/2017,,06056,WEST RESERVOIR,100,CATTLE,6/16/1999,9/30/1999,ACTIVE,20,70
LLCAC07000,BISHOP FO,0401646,11/01/2009,10/31/2019,,06071,BODIE MTN,1791,CATTLE,6/1/2009,10/15/2009,ACTIVE,70,5647
LLCAC07000,BISHOP FO,0401646,11/01/2009,10/31/2019,,06072,MONO SAND FLAT,505,CATTLE,12/1/2009,5/31/2010,ACTIVE,78,2357
LLCAC07000,BISHOP FO,0401649,08/31/2007,02/28/2017,,06007,VOLCANIC TABLELANDS,1010,SHEEP,5/1/1999,6/15/1999,ACTIVE,100,306
LLCAC07000,BISHOP FO,0401649,08/31/2007,02/28/2017,,06081,CASA DIABLO,57,SHEEP,6/15/1999,9/30/1999,ACTIVE,100,41
LLCAC07000,BISHOP FO,0401651,03/01/2011,02/28/2020,FLPMA 402(C)(2)/APPROP ACT,06020,LITTLE ROUND VALLEY,1400,SHEEP,10/5/1999,10/18/1999,ACTIVE,32,41
LLCAC07000,BISHOP FO,0403262,09/04/2007,02/28/2017,,06063,DRY CANYON,51,SHEEP,3/1/2008,10/31/2008,ACTIVE,100,82
LLCAC07000,BISHOP FO,0403304,06/04/2013,05/31/2022,FLPMA 402(C)(2)/APPROP ACT,06059,RANCHERIA GULCH,1590,SHEEP,6/1/2008,10/31/2008,ACTIVE,100,1600
LLCAC07000,BISHOP FO,0403392,05/01/2011,04/30/2016,FLPMA 402(C)(2)/APPROP ACT,06074,MORMON RANCH,582,SHEEP,7/22/2008,10/15/2008,ACTIVE,100,329
LLCAC07000,BISHOP FO,0403393,01/01/2009,12/31/2009,HOLD,06076,GREEN CREEK,607,SHEEP,6/1/2008,10/31/2008,ACTIVE,90,550
LLCAC07000,BISHOP FO,0403393,01/01/2009,12/31/2009,HOLD,06078,WALTERS RANCH,452,SHEEP,5/1/2008,6/30/2008,ACTIVE,30,54
LLCAC07000,BISHOP FO,0403510,01/01/2010,12/31/2019,,06073,POTATO PEAK,235,CATTLE,6/1/2000,10/31/2000,ACTIVE,92,1088
LLCAC07000,BISHOP FO,0403510,01/01/2010,12/31/2019,,06083,AURORA CANYON,526,CATTLE,6/15/2000,9/30/2000,ACTIVE,93,1737
LLCAC07000,BISHOP FO,0403644,05/08/2013,12/31/2016,,06036,ADOBE LAKE,1664,SHEEP,6/1/2011,10/31/2011,ACTIVE,6,100
LLCAC07000,BISHOP FO,0403644,05/08/2013,12/31/2016,,06037,SYMONS,126,SHEEP,6/1/2011,10/31/2011,ACTIVE,100,127
LLCAC07000,BISHOP FO,0403861,05/08/2013,12/31/2017,,06034,GRANITE MOUNTAIN,898,SHEEP,7/1/2013,10/15/2013,ACTIVE,94,594
LLCAC07000,BISHOP FO,0403861,05/08/2013,12/31/2017,,06054,MONO LAKE,763,SHEEP,7/1/2013,10/15/2013,ACTIVE,100,537
LLCAC07000,BISHOP FO,0403982,07/07/2014,03/31/2019,,06027,ADOBE VALLEY,195,CATTLE,6/15/2014,11/15/2014,ACTIVE,100,987
LLCAC07000,BISHOP FO,0403982,07/07/2014,03/31/2019,,06028,BLACK LAKE,8,CATTLE,6/1/2014,10/31/2014,ACTIVE,100,40
LLCAC08000,MOTHER LODE FIELD OFFICE,0403352,03/01/2008,02/28/2018,,04210,HUNTER VALLEY,103,CATTLE,3/1/1990,5/31/1990,ACTIVE,100,312
LLCAC08000,MOTHER LODE FIELD OFFICE,0403352,03/01/2008,02/28/2018,,04210,HUNTER VALLEY,104,CATTLE,2/1/1991,2/28/1991,ACTIVE,100,96
LLCAC08000,MOTHER LODE FIELD OFFICE,0403362,12/10/2015,12/10/2021,,04141,DON PEDRO EAST SERPENTINE,15,CATTLE,3/1/2003,4/15/2003,ACTIVE,100,23
LLCAC08000,MOTHER LODE FIELD OFFICE,0403362,12/10/2015,12/10/2021,,04141,DON PEDRO EAST SERPENTINE,15,CATTLE,10/1/2002,2/28/2003,ACTIVE,100,74
LLCAC08000,MOTHER LODE FIELD OFFICE,0403562,03/01/2010,02/28/2020,,03800,MIDDLE COSUMNES NORTH,15,CATTLE,9/1/2010,10/15/2010,ACTIVE,50,11
LLCAC08000,MOTHER LODE FIELD OFFICE,0403804,07/03/2015,07/03/2018,,04142,GRANITE SPRINGS,97,CATTLE,3/1/1992,4/30/1992,ACTIVE,100,195
LLCAC08000,MOTHER LODE FIELD OFFICE,0404004,03/01/2004,02/28/2014,HOLD,04004,MORALES,2,CATTLE,3/1/1990,2/28/1991,ACTIVE,100,24
LLCAC08000,MOTHER LODE FIELD OFFICE,0404013,03/01/2010,02/28/2020,,04013,MIDDLE COSUMNES SOUTH,15,CATTLE,9/1/2010,10/15/2010,CUSTODIAL,50,11
LLCAC08000,MOTHER LODE FIELD OFFICE,0404014,03/01/2012,02/28/2022,,04014,GRAND POINT RANCH,20,CATTLE,9/15/2012,12/15/2012,ACTIVE,100,60
LLCAC08000,MOTHER LODE FIELD OFFICE,0404023,03/01/2007,02/28/2017,,04023,BACCHI V.,2,CATTLE,3/1/1990,2/28/1991,ACTIVE,100,24
LLCAC08000,MOTHER LODE FIELD OFFICE,0404102,03/01/2011,02/28/2014,FLPMA 402(C)(2)/APPROP ACT,04102,POOR MANS/APPLING F.,4,CATTLE,11/1/1998,2/28/1999,ACTIVE,100,16
LLCAC08000,MOTHER LODE FIELD OFFICE,0404102,03/01/2011,02/28/2014,FLPMA 402(C)(2)/APPROP ACT,04102,POOR MANS/APPLING F.,35,CATTLE,3/1/1998,4/15/1998,ACTIVE,100,53
LLCAC08000,MOTHER LODE FIELD OFFICE,0404102,03/01/2011,02/28/2014,FLPMA 402(C)(2)/APPROP ACT,04102,POOR MANS/APPLING F.,3,CATTLE,3/1/1998,6/1/1998,ACTIVE,100,9
LLCAC08000,MOTHER LODE FIELD OFFICE,0404104,03/01/2004,02/28/2014,HOLD,04104,SOLARI,1,CATTLE,3/1/1990,2/28/1991,ACTIVE,100,12
LLCAC08000,MOTHER LODE FIELD OFFICE,0404105,03/01/2009,02/28/2019,,04105,BANKS,5,HORSE,3/1/2010,6/1/2010,CUSTODIAL,100,15
LLCAC08000,MOTHER LODE FIELD OFFICE,0404105,03/01/2009,02/28/2019,,04105,BANKS,5,HORSE,2/1/2011,2/28/2011,CUSTODIAL,100,5
LLCAC08000,MOTHER LODE FIELD OFFICE,0404108,03/01/2010,02/28/2020,,04108,UPPER TUOLUMNE,12,CATTLE,12/1/2011,2/28/2012,CUSTODIAL,100,36
LLCAC08000,MOTHER LODE FIELD OFFICE,0404108,03/01/2010,02/28/2020,,04108,UPPER TUOLUMNE,12,CATTLE,3/1/2011,4/30/2011,CUSTODIAL,100,24
LLCAC08000,MOTHER LODE FIELD OFFICE,0404114,03/01/2014,02/28/2024,,04114,ELECTRA,6,CATTLE,9/1/2014,2/28/2015,ACTIVE,100,36
LLCAC08000,MOTHER LODE FIELD OFFICE,0404114,03/01/2014,02/28/2024,,04114,ELECTRA,6,CATTLE,3/1/2014,5/31/2014,ACTIVE,100,18
LLCAC08000,MOTHER LODE FIELD OFFICE,0404116,03/01/2014,02/28/2024,,04116,FRENCH HILL,8,CATTLE,4/1/2014,6/30/2014,ACTIVE,100,24
LLCAC08000,MOTHER LODE FIELD OFFICE,0404118,03/01/2007,02/28/2017,,04118,DUNLAP,5,CATTLE,3/1/1990,2/28/1991,ACTIVE,100,60
LLCAC08000,MOTHER LODE FIELD OFFICE,0404122,03/01/2015,02/28/2025,,04122,DON PEDRO EAST,21,HORSE,3/1/2002,6/15/2002,ACTIVE,100,74
LLCAC08000,MOTHER LODE FIELD OFFICE,0404122,03/01/2015,02/28/2025,,04122,DON PEDRO EAST,21,CATTLE,10/1/2001,2/28/2002,ACTIVE,100,104
LLCAC08000,MOTHER LODE FIELD OFFICE,0404123,03/01/2010,02/28/2020,,04123,CUNEO CREEK,4,HORSE,3/1/1990,2/28/1991,ACTIVE,100,48
LLCAC08000,MOTHER LODE FIELD OFFICE,0404126,03/01/2010,02/28/2020,,04126,WOODS CREEK,27,CATTLE,3/1/2010,6/30/2010,CUSTODIAL,100,108
LLCAC08000,MOTHER LODE FIELD OFFICE,0404127,03/01/2014,02/28/2024,,04127,BLUE MOON,48,CATTLE,3/1/2010,4/30/2010,ACTIVE,20,19
LLCAC08000,MOTHER LODE FIELD OFFICE,0404127,03/01/2014,02/28/2024,,04127,BLUE MOON,48,CATTLE,1/1/2011,2/28/2011,ACTIVE,20,19
LLCAC08000,MOTHER LODE FIELD OFFICE,0404133,03/01/2011,02/28/2021,,04133,MIDDLE MOKELUMNE NORTH,18,CATTLE,4/1/1990,5/15/1990,ACTIVE,100,27
LLCAC08000,MOTHER LODE FIELD OFFICE,0404135,03/01/2014,02/28/2024,,04135,HIGH MOUNTAIN,8,CATTLE,2/1/1991,2/28/1991,ACTIVE,100,7
LLCAC08000,MOTHER LODE FIELD OFFICE,0404135,03/01/2014,02/28/2024,,04135,HIGH MOUNTAIN,6,CATTLE,3/1/1990,5/31/1990,ACTIVE,100,18
LLCAC08000,MOTHER LODE FIELD OFFICE,0404136,03/01/2013,02/28/2018,,04136,MARSHES FLAT-STONE CORRAL,16,CATTLE,3/1/2013,5/31/2013,ACTIVE,100,48
LLCAC08000,MOTHER LODE FIELD OFFICE,0404136,03/01/2013,02/28/2018,,04136,MARSHES FLAT-STONE CORRAL,16,CATTLE,11/1/2012,2/28/2013,ACTIVE,100,63
LLCAC08000,MOTHER LODE FIELD OFFICE,0404136,03/01/2013,02/28/2018,,04136,MARSHES FLAT-STONE CORRAL,16,CATTLE,11/1/2012,2/28/2013,ACTIVE,100,63
LLCAC08000,MOTHER LODE FIELD OFFICE,0404136,03/01/2013,02/28/2018,,04136,MARSHES FLAT-STONE CORRAL,16,CATTLE,3/1/2013,5/31/2013,ACTIVE,100,48
LLCAC08000,MOTHER LODE FIELD OFFICE,0404140,03/01/2010,02/28/2020,,04140,GREEN SPRING RUN TRIBUTARY,200,CATTLE,11/15/2010,5/15/2011,ACTIVE,7,84
LLCAC08000,MOTHER LODE FIELD OFFICE,0404149,03/01/2012,02/28/2015,,04149,MERCED,60,CATTLE,4/1/2012,9/15/2012,ACTIVE,100,331
LLCAC08000,MOTHER LODE FIELD OFFICE,0404154,03/01/2014,02/28/2024,,04154,NORTH FORK MOKELUMNE,7,CATTLE,3/1/1990,2/28/1991,ACTIVE,100,84
LLCAC08000,MOTHER LODE FIELD OFFICE,0404155,03/01/2014,02/28/2024,,04155,ONETO RANCH,1,CATTLE,3/1/1990,2/28/1991,ACTIVE,100,12
LLCAC08000,MOTHER LODE FIELD OFFICE,0404159,03/01/2011,02/28/2021,,04159,LA PALOMA-NUMBER NINE,8,CATTLE,3/1/2011,4/15/2011,CUSTODIAL,100,12
LLCAC08000,MOTHER LODE FIELD OFFICE,0404159,03/01/2011,02/28/2021,,04159,LA PALOMA-NUMBER NINE,45,CATTLE,3/1/2012,5/14/2012,CUSTODIAL,10,11
LLCAC08000,MOTHER LODE FIELD OFFICE,0404159,03/01/2011,02/28/2021,,04159,LA PALOMA-NUMBER NINE,30,CATTLE,5/15/2011,11/15/2011,CUSTODIAL,10,18
LLCAC08000,MOTHER LODE FIELD OFFICE,0404159,03/01/2011,02/28/2021,,04159,LA PALOMA-NUMBER NINE,45,CATTLE,11/16/2011,2/28/2012,CUSTODIAL,10,16
LLCAC08000,MOTHER LODE FIELD OFFICE,0404159,03/01/2011,02/28/2021,,04159,LA PALOMA-NUMBER NINE,8,CATTLE,1/15/2011,2/28/2011,CUSTODIAL,100,12
LLCAC08000,MOTHER LODE FIELD OFFICE,0404160,03/01/2014,02/28/2024,,04160,VOLUNTEER GULCH,3,CATTLE,3/1/1990,6/30/1990,ACTIVE,100,12
LLCAC08000,MOTHER LODE FIELD OFFICE,0404179,03/01/2009,02/28/2019,,04179,TURPIN,31,CATTLE,10/1/2009,2/28/2010,ACTIVE,100,154
LLCAC08000,MOTHER LODE FIELD OFFICE,0404179,03/01/2009,02/28/2019,,04179,TURPIN,31,CATTLE,3/1/2009,7/1/2009,ACTIVE,100,125
LLCAC08000,MOTHER LODE FIELD OFFICE,0404181,03/01/2001,02/28/2002,HOLD,04181,VISHER,5,CATTLE,4/1/1999,7/15/1999,ACTIVE,100,17
LLCAC08000,MOTHER LODE FIELD OFFICE,0404183,03/01/2008,02/28/2018,,04183,WHITTLE,8,CATTLE,3/1/1990,2/28/1991,ACTIVE,100,96
LLCAC08000,MOTHER LODE FIELD OFFICE,0404184,03/01/2013,02/28/2023,,04184,GORGAS,10,CATTLE,2/1/2013,7/31/2013,ACTIVE,100,60
LLCAC08000,MOTHER LODE FIELD OFFICE,0404185,03/01/2013,02/28/2023,,04185,RITTS,13,HORSE,12/1/1989,5/31/1990,ACTIVE,100,78
LLCAC08000,MOTHER LODE FIELD OFFICE,0404185,03/01/2013,02/28/2023,,04185,RITTS,13,HORSE,12/1/1989,5/31/1990,ACTIVE,100,78
LLCAC08000,MOTHER LODE FIELD OFFICE,0404187,03/01/2008,02/28/2018,,04187,WOOSTER,3,CATTLE,4/1/2002,6/30/2002,ACTIVE,100,9
LLCAC08000,MOTHER LODE FIELD OFFICE,0404187,03/01/2008,02/28/2018,,04187,WOOSTER,1,CATTLE,1/1/2002,6/30/2002,ACTIVE,100,6
LLCAC08000,MOTHER LODE FIELD OFFICE,0404188,03/01/2013,02/28/2016,,04188,BAGBY,60,CATTLE,3/1/1992,5/31/1992,ACTIVE,100,181
LLCAC08000,MOTHER LODE FIELD OFFICE,0404188,03/01/2013,02/28/2016,,04188,BAGBY,60,CATTLE,11/1/1992,2/28/1993,ACTIVE,100,237
LLCAC08000,MOTHER LODE FIELD OFFICE,0404189,03/01/2014,02/28/2017,HOLD,04189,PINE PEAK,3,HORSE,12/1/1990,2/28/1991,ACTIVE,100,9
LLCAC08000,MOTHER LODE FIELD OFFICE,0404189,03/01/2014,02/28/2017,HOLD,04189,PINE PEAK,3,HORSE,3/1/1990,5/31/1990,ACTIVE,100,9
LLCAC08000,MOTHER LODE FIELD OFFICE,0404193,03/01/2009,02/28/2019,,04193,PENON BLANCO,3,CATTLE,5/15/1990,10/31/1990,CUSTODIAL,100,19
LLCAC08000,MOTHER LODE FIELD OFFICE,0404193,03/01/2009,02/28/2019,,04193,PENON BLANCO,5,CATTLE,5/15/1990,10/31/1990,CUSTODIAL,100,30
LLCAC08000,MOTHER LODE FIELD OFFICE,0404199,03/01/2010,02/28/2020,,04199,TABLE MOUNTAIN,1,HORSE,3/1/2001,2/28/2002,ACTIVE,100,12
LLCAC08000,MOTHER LODE FIELD OFFICE,0404200,03/01/2012,02/28/2022,,04200,DRUNKEN GULCH,60,CATTLE,4/1/2012,5/15/2012,ACTIVE,100,89
LLCAC08000,MOTHER LODE FIELD OFFICE,0404205,03/01/2007,02/28/2017,,04205,CUNEO,2,CATTLE,3/1/1990,2/28/1991,ACTIVE,100,24
LLCAC09000,HOLLISTER FO,0403606,05/19/2011,05/18/2021,,04418,GOAT MOUNTAIN,2,CATTLE,3/1/2010,2/28/2011,CUSTODIAL,100,32
LLCAC09000,HOLLISTER FO,0404301,10/01/2007,09/30/2017,,04301,AKERS,6,CATTLE,3/1/1990,2/28/1991,CUSTODIAL,100,69
LLCAC09000,HOLLISTER FO,0404302,10/01/2006,09/30/2016,,04302,DE PAVO,174,SHEEP,1/1/1991,2/28/1991,CUSTODIAL,100,70
LLCAC09000,HOLLISTER FO,0404302,10/01/2006,09/30/2016,,04302,DE PAVO,174,SHEEP,3/1/1990,4/30/1990,CUSTODIAL,100,69
LLCAC09000,HOLLISTER FO,0404306,10/01/2007,09/30/2017,,04306,"AURIGNAC, PAUL",1,CATTLE,3/1/1990,2/28/1991,CUSTODIAL,100,8
LLCAC09000,HOLLISTER FO,0404308,11/01/2011,10/31/2021,,04308,"BIRDWELL, PERRY W",7,CATTLE,3/1/2001,2/28/2002,CUSTODIAL,100,88
LLCAC09000,HOLLISTER FO,0404308,11/01/2011,10/31/2021,,04374,JOAQUIN ROCKS,40,CATTLE,3/1/2001,2/28/2002,CUSTODIAL,100,485
LLCAC09000,HOLLISTER FO,0404310,10/01/2008,09/30/2018,,04310,PINE ROCK,1,CATTLE,3/1/1991,2/28/1992,CUSTODIAL,100,1
LLCAC09000,HOLLISTER FO,0404313,06/01/2010,05/31/2020,,04313,ALABAM,29,CATTLE,3/1/1991,2/28/1992,CUSTODIAL,100,356
LLCAC09000,HOLLISTER FO,0404316,10/01/2006,09/30/2016,,04316,KREYENHAGEN,2,CATTLE,3/1/1993,2/28/1994,CUSTODIAL,100,4
LLCAC09000,HOLLISTER FO,0404316,10/01/2006,09/30/2016,,04316,KREYENHAGEN,8,CATTLE,6/1/1993,10/31/1993,CUSTODIAL,100,39
LLCAC09000,HOLLISTER FO,0404316,10/01/2006,09/30/2016,,04316,KREYENHAGEN,3,CATTLE,3/1/1993,2/28/1994,CUSTODIAL,100,42
LLCAC09000,HOLLISTER FO,0404317,10/01/2008,09/30/2018,,04317,"DIAS, MARY A",5,CATTLE,3/1/1990,2/28/1991,CUSTODIAL,100,52
LLCAC09000,HOLLISTER FO,0404319,03/11/2011,03/10/2021,,04319,LEWIS FLAT,2,CATTLE,3/1/1996,2/28/1997,CUSTODIAL,100,19
LLCAC09000,HOLLISTER FO,0404322,11/01/2011,10/31/2021,,04322,CIERVO HILLS,297,SHEEP,3/1/1990,4/30/1990,CUSTODIAL,100,119
LLCAC09000,HOLLISTER FO,0404322,11/01/2011,10/31/2021,,04322,CIERVO HILLS,370,YRLING CATTLE,1/1/1991,2/28/1991,CUSTODIAL,67,480
LLCAC09000,HOLLISTER FO,0404322,11/01/2011,10/31/2021,,04322,CIERVO HILLS,2100,SHEEP,1/1/1991,2/28/1991,CUSTODIAL,67,336
LLCAC09000,HOLLISTER FO,0404322,11/01/2011,10/31/2021,,04322,CIERVO HILLS,370,YRLING CATTLE,3/1/1990,4/30/1990,CUSTODIAL,67,480
LLCAC09000,HOLLISTER FO,0404322,11/01/2011,10/31/2021,,04322,CIERVO HILLS,297,SHEEP,1/1/1991,2/28/1991,CUSTODIAL,100,119
LLCAC09000,HOLLISTER FO,0404322,11/01/2011,10/31/2021,,04322,CIERVO HILLS,2100,SHEEP,3/1/1990,4/30/1990,CUSTODIAL,67,336
LLCAC09000,HOLLISTER FO,0404325,02/22/2011,02/21/2021,,04325,WESTPHAL RANCH,7,CATTLE,3/1/1990,2/28/1991,CUSTODIAL,100,82
LLCAC09000,HOLLISTER FO,0404329,10/01/2006,09/30/2016,,04329,LITTLE PANOCHE,475,SHEEP,3/1/1990,4/30/1990,CUSTODIAL,100,190
LLCAC09000,HOLLISTER FO,0404329,10/01/2006,09/30/2016,,04329,LITTLE PANOCHE,475,SHEEP,1/1/1991,2/28/1991,CUSTODIAL,100,190
LLCAC09000,HOLLISTER FO,0404331,10/01/2008,09/30/2018,,04331,TOM L. FREEMAN G.L.,2,CATTLE,3/1/1990,2/28/1991,CUSTODIAL,100,34
LLCAC09000,HOLLISTER FO,0404332,10/01/2007,09/30/2017,,04332,FRUSETTA RANCH,8,CATTLE,3/1/1990,2/28/1991,CUSTODIAL,100,88
LLCAC09000,HOLLISTER FO,0404333,01/21/2010,09/30/2017,,04333,FRUSETTA,2,CATTLE,3/1/1991,2/28/1992,CUSTODIAL,100,29
LLCAC09000,HOLLISTER FO,0404333,01/21/2010,09/30/2017,,04333,FRUSETTA,1,CATTLE,3/1/1992,2/28/1993,CUSTODIAL,100,7
LLCAC09000,HOLLISTER FO,0404334,10/01/2007,09/30/2017,,04334,GATES,1,CATTLE,3/1/1990,2/28/1991,CUSTODIAL,100,4
LLCAC09000,HOLLISTER FO,0404340,11/01/2011,10/31/2021,,04340,HARRIS JACK A,25,YRLING CATTLE,3/1/1993,2/28/1994,CUSTODIAL,100,304
LLCAC09000,HOLLISTER FO,0404341,01/01/2015,12/31/2017,,04341,INDIAN VALLEY,76,YRLING CATTLE,12/1/2004,5/31/2005,CUSTODIAL,100,462
LLCAC09000,HOLLISTER FO,0404341,01/01/2015,12/31/2017,,04341,INDIAN VALLEY,74,YRLING CATTLE,1/1/2005,4/30/2005,CUSTODIAL,100,290
LLCAC09000,HOLLISTER FO,0404345,11/01/2011,10/31/2021,,04309,SURPRISE ARROYO,83,CATTLE,1/1/2000,4/30/2000,CUSTODIAL,100,497
LLCAC09000,HOLLISTER FO,0404345,11/01/2011,10/31/2021,,04309,SURPRISE ARROYO,414,SHEEP,1/1/2000,4/30/2000,CUSTODIAL,100,495
LLCAC09000,HOLLISTER FO,0404345,11/01/2011,10/31/2021,,04345,WJM SHEEP CO.,31,CATTLE,3/1/1999,2/28/2000,CUSTODIAL,100,375
LLCAC09000,HOLLISTER FO,0404345,11/01/2011,10/31/2021,,04345,WJM SHEEP CO.,10,SHEEP,3/1/1999,2/28/2000,CUSTODIAL,100,22
LLCAC09000,HOLLISTER FO,0404345,11/01/2011,10/31/2021,,04345,WJM SHEEP CO.,3,CATTLE,3/1/1999,2/28/2000,CUSTODIAL,100,39
LLCAC09000,HOLLISTER FO,0404345,11/01/2011,10/31/2021,,04345,WJM SHEEP CO.,24,SHEEP,3/1/2010,2/28/2011,CUSTODIAL,100,59
LLCAC09000,HOLLISTER FO,0404345,11/01/2011,10/31/2021,,04402,WOLFENBERGER,4,CATTLE,3/1/1999,2/28/2000,CUSTODIAL,100,45
LLCAC09000,HOLLISTER FO,0404345,11/01/2011,10/31/2021,,04402,WOLFENBERGER,1,CATTLE,3/1/1999,2/28/2000,CUSTODIAL,100,8
LLCAC09000,HOLLISTER FO,0404345,11/01/2011,10/31/2021,,04402,WOLFENBERGER,12,CATTLE,3/1/1999,2/28/2000,CUSTODIAL,100,134
LLCAC09000,HOLLISTER FO,0404345,11/01/2011,10/31/2021,,04405,ZUBELDIA,200,SHEEP,1/1/1999,4/30/1999,CUSTODIAL,100,160
LLCAC09000,HOLLISTER FO,0404347,10/01/2007,09/30/2017,,04347,GRAVELLY FLAT,11,CATTLE,3/1/2007,2/28/2008,CUSTODIAL,100,133
LLCAC09000,HOLLISTER FO,0404348,10/01/2007,09/30/2017,,04348,DRAGHI,1,CATTLE,3/1/1993,2/28/1994,CUSTODIAL,100,8
LLCAC09000,HOLLISTER FO,0404350,10/01/2009,09/30/2016,,04350,LASGOITY,20,SHEEP,3/1/1990,2/28/1991,CUSTODIAL,100,49
LLCAC09000,HOLLISTER FO,0404351,04/27/2015,11/14/2015,,04351,CEDAR FLT,6,CATTLE,3/1/1990,2/28/1991,CUSTODIAL,100,73
LLCAC09000,HOLLISTER FO,0404352,10/01/2008,09/30/2018,,04352,WILLOW SPRING,7,CATTLE,3/1/1993,2/28/1994,CUSTODIAL,100,80
LLCAC09000,HOLLISTER FO,0404356,10/01/2008,09/30/2018,,04356,ORTIGALITA PEAK,149,SHEEP,3/1/1990,2/28/1991,CUSTODIAL,100,358
LLCAC09000,HOLLISTER FO,0404357,10/01/2008,09/30/2018,,04357,RANA CREEK RANCH,2,CATTLE,3/1/1993,2/28/1994,CUSTODIAL,100,17
LLCAC09000,HOLLISTER FO,0404360,12/01/2011,11/30/2016,,04360,ORTIZ ESTATE,15,CATTLE,12/1/1990,2/28/1991,CUSTODIAL,100,47
LLCAC09000,HOLLISTER FO,0404360,12/01/2011,11/30/2016,,04360,ORTIZ ESTATE,15,CATTLE,3/1/1990,5/31/1990,CUSTODIAL,100,47
